nombre,precio,tienda,nombre_original
HIJOS DE DAANA,500,Pandora Store,HIJOS DE DAANA - SINGLES MITOS Y LEYENDAS
ATAQUE DE ANIBAL,500,Pandora Store,ATAQUE DE ANIBAL - SINGLES MITOS Y LEYENDAS
PEDRO EL ERMITAÑO (CLÁSICO CRU - REAL),500,Pandora Store,PEDRO EL ERMITAÑO (CLÁSICO CRU - REAL) - SINGLES MITOS Y LEYENDAS
BERNARDO DE CLAIRVAUX (CLÁSICO CRU - REAL),500,Pandora Store,BERNARDO DE CLAIRVAUX (CLÁSICO CRU - REAL) - SINGLES MITOS Y LEYENDAS
SIR TRISTÁN (CLÁSICO ESPS - REAL),500,Pandora Store,SIR TRISTÁN (CLÁSICO ESPS - REAL) - SINGLES MITOS Y LEYENDAS
STONEHAGE (ANIVERSARIO ES),500,Pandora Store,STONEHAGE (ANIVERSARIO ES) - SINGLES MITOS Y LEYENDAS
WOODHAGE (ANIVERSARIO ES),500,Pandora Store,WOODHAGE (ANIVERSARIO ES) - SINGLES MITOS Y LEYENDAS
ESPADA DE CRISTAL (ANIVERSARIO ES),500,Pandora Store,ESPADA DE CRISTAL (ANIVERSARIO ES) - SINGLES MITOS Y LEYENDAS
ESCUDO DEL LAGO (AESX - LANCELOT GRIAL),500,Pandora Store,ESCUDO DEL LAGO (AESX - LANCELOT GRIAL) - SINGLES MITOS Y LEYENDAS
ARMADURA DEL SOL (ANIVERSARIO ES),500,Pandora Store,ARMADURA DEL SOL (ANIVERSARIO ES) - SINGLES MITOS Y LEYENDAS
CONSUMIR LAS AGUAS (LEYENDAS PB 3.0 - REALES),500,Pandora Store,CONSUMIR LAS AGUAS (LEYENDAS PB 3.0 - REALES) - SINGLES MITOS Y LEYENDAS
DIONISIO (HELÉNICA ANIV),500,Pandora Store,DIONISIO (HELÉNICA ANIV) - SINGLES MITOS Y LEYENDAS
PENELOPE (HELÉNICA ANIV),500,Pandora Store,PENELOPE (HELÉNICA ANIV) - SINGLES MITOS Y LEYENDAS
JASON (HELÉNICA ANIV),500,Pandora Store,JASON (HELÉNICA ANIV) - SINGLES MITOS Y LEYENDAS
POLUX (HELÉNICA ANIV),500,Pandora Store,POLUX (HELÉNICA ANIV) - SINGLES MITOS Y LEYENDAS
CASTOR (HELÉNICA ANIV),500,Pandora Store,CASTOR (HELÉNICA ANIV) - SINGLES MITOS Y LEYENDAS
DAFNE (HELÉNICA ANIV),500,Pandora Store,DAFNE (HELÉNICA ANIV) - SINGLES MITOS Y LEYENDAS
EDIPO (HELÉNICA ANIV),500,Pandora Store,EDIPO (HELÉNICA ANIV) - SINGLES MITOS Y LEYENDAS
ARDE TROYA,500,Pandora Store,ARDE TROYA - SINGLES MITOS Y LEYENDAS
OLIMPIADAS,500,Pandora Store,OLIMPIADAS - SINGLES MITOS Y LEYENDAS
TELEUTE,500,Pandora Store,TELEUTE - SINGLES MITOS Y LEYENDAS
INVOCAR LUZ,500,Pandora Store,INVOCAR LUZ - SINGLES MITOS Y LEYENDAS
TERMOFILAS,500,Pandora Store,TERMOFILAS - SINGLES MITOS Y LEYENDAS
ALMAS DE ESTIGIA,500,Pandora Store,ALMAS DE ESTIGIA - SINGLES MITOS Y LEYENDAS
MALDICION DE HERA,500,Pandora Store,MALDICION DE HERA - SINGLES MITOS Y LEYENDAS
JABALINA,500,Pandora Store,JABALINA - SINGLES MITOS Y LEYENDAS
TIER-FO-TONN (HD ANIVERSARIO - REAL),500,Pandora Store,TIER-FO-TONN (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
TIER-NA-OGE (HD ANIVERSARIO - REAL),500,Pandora Store,TIER-NA-OGE (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
YELMO CARNÍVORO (HD ANIVERSARIO - REAL),500,Pandora Store,YELMO CARNÍVORO (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
LANZA DE FUEGO (HD ANIVERSARIO - REAL),500,Pandora Store,LANZA DE FUEGO (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
ESCUDO BATERSSE (HD ANIVERSARIO - REAL),500,Pandora Store,ESCUDO BATERSSE (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
LANZA DE LA VICTORIA (HD ANIVERSARIO - REAL),500,Pandora Store,LANZA DE LA VICTORIA (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
ARABAR (HD ANIVERSARIO - REAL),500,Pandora Store,ARABAR (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
DUELO MALDITO (HD ANIVERSARIO - REAL),500,Pandora Store,DUELO MALDITO (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
ANIMAR LOS ELEMENTOS (HD ANIVERSARIO - REAL),500,Pandora Store,ANIMAR LOS ELEMENTOS (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
DESPERTAR (HD ANIVERSARIO - REAL),500,Pandora Store,DESPERTAR (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
LLAMA MARINA (HD ANIVERSARIO - REAL - REWORK),500,Pandora Store,LLAMA MARINA (HD ANIVERSARIO - REAL - REWORK) - SINGLES MITOS Y LEYENDAS
ANGUS OG (HD ANIVERSARIO - REAL),500,Pandora Store,ANGUS OG (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
ARIANRHOD (HD ANIVERSARIO - REAL),500,Pandora Store,ARIANRHOD (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
MANANAUN (HD ANIVERSARIO - REAL),500,Pandora Store,MANANAUN (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
Diancecht (HD Aniversario - Real),500,Pandora Store,Diancecht (HD Aniversario - Real) - SINGLES MITOS Y LEYENDAS
KOBOLD (HD ANIVERSARIO - VC FOIL),500,Pandora Store,KOBOLD (HD ANIVERSARIO - VC FOIL) - SINGLES MITOS Y LEYENDAS
ABBEY LUBBER (HD ANIVERSARIO - REAL),500,Pandora Store,ABBEY LUBBER (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
DUERGAR (HD ANIVERSARIO - REAL),500,Pandora Store,DUERGAR (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
FILBORGS (HD ANIVERSARIO - REAL),500,Pandora Store,FILBORGS (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
CONN (HD ANIVERSARIO - REAL),500,Pandora Store,CONN (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
BOLGOS (HD ANIVERSARIO - REAL),500,Pandora Store,BOLGOS (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
DESPERTAR OSCURO (HD ANIVERSARIO - REAL - REWORK),500,Pandora Store,DESPERTAR OSCURO (HD ANIVERSARIO - REAL - REWORK) - SINGLES MITOS Y LEYENDAS
ATLANTE (KIT RACIAL 2024 - FOIL),500,Pandora Store,ATLANTE (KIT RACIAL 2024 - FOIL)
ANTROPOFAGOS (PBX - HELÉNICA),500,Pandora Store,ANTROPOFAGOS (PBX - HELÉNICA)
ARCA DE LA ALIANZA (CLÁSICO CRU - REAL),500,Pandora Store,ARCA DE LA ALIANZA (CLÁSICO CRU - REAL) - SINGLES MITOS Y LEYENDAS
ATAQUE A TRAICIÓN (CLÁSICO CRU - VASALLA),500,Pandora Store,ATAQUE A TRAICIÓN (CLÁSICO CRU - VASALLA) - SINGLES MITOS Y LEYENDAS
JOYERO (CLÁSICO CRU - CORTESANA),500,Pandora Store,JOYERO (CLÁSICO CRU - CORTESANA) - SINGLES MITOS Y LEYENDAS
BARCO (CLÁSICO ESPS - REAL),500,Pandora Store,BARCO (CLÁSICO ESPS - REAL) - SINGLES MITOS Y LEYENDAS
ESCRIBANO (CRPB3 - SACERDOTE),500,Pandora Store,ESCRIBANO (CRPB3 - SACERDOTE) - SINGLES MITOS Y LEYENDAS
TÓTEM DE SERPIENTE (LEYENDAS PB 3.0 - REALES),500,Pandora Store,TÓTEM DE SERPIENTE (LEYENDAS PB 3.0 - REALES) - SINGLES MITOS Y LEYENDAS
GOLPEAR LA RAIZ (HD ANIVERSARIO - VC FOIL - REWORK),500,Pandora Store,GOLPEAR LA RAIZ (HD ANIVERSARIO - VC FOIL - REWORK)
DEVORADOR DE ALMAS (HD ANIVERSARIO - REAL),500,Pandora Store,DEVORADOR DE ALMAS (HD ANIVERSARIO - REAL)
SIR GALAHAD (LEYENDAS PB 3.0 - REALES),500,Pandora Store,SIR GALAHAD (LEYENDAS PB 3.0 - REALES)
SACRIFICIO (HD ANIVERSARIO - REAL),500,Pandora Store,SACRIFICIO (HD ANIVERSARIO - REAL)
ESPADA LUNAR (HD ANIVERSARIO - REAL),500,Pandora Store,ESPADA LUNAR (HD ANIVERSARIO - REAL)
ECLIPSE (HD ANIVERSARIO - REAL),500,Pandora Store,ECLIPSE (HD ANIVERSARIO - REAL)
ESPADA DEL ABISMO (HD ANIVERSARIO - REAL),500,Pandora Store,ESPADA DEL ABISMO (HD ANIVERSARIO - REAL)
FUENTE DEL SABER (HD ANIVERSARIO - VC FOIL),500,Pandora Store,FUENTE DEL SABER (HD ANIVERSARIO - VC FOIL)
TOTEM DEL LEON (HD ANIVERSARIO - REAL),500,Pandora Store,TOTEM DEL LEON (HD ANIVERSARIO - REAL)
TY NEWYDD (HD ANIVERSARIO - REAL),500,Pandora Store,TY NEWYDD (HD ANIVERSARIO - REAL)
CACERÍA SALVAJE (HD ANIVERSARIO - REAL),500,Pandora Store,CACERÍA SALVAJE (HD ANIVERSARIO - REAL)
LEÓN BLANCO (HD ANIVERSARIO - REAL),500,Pandora Store,LEÓN BLANCO (HD ANIVERSARIO - REAL)
PIEDRA DEL DESTINO (HD ANIVERSARIO - REAL),500,Pandora Store,PIEDRA DEL DESTINO (HD ANIVERSARIO - REAL)
MATH (HD ANIVERSARIO - REAL),500,Pandora Store,MATH (HD ANIVERSARIO - REAL)
TUMULARIO (HD ANIVERSARIO - VC FOIL),500,Pandora Store,TUMULARIO (HD ANIVERSARIO - VC FOIL)
BEAN SIDHE (HD ANIVERSARIO - REAL),500,Pandora Store,BEAN SIDHE (HD ANIVERSARIO - REAL)
DEMONIO DE TARA (HD ANIVERSARIO - REAL),500,Pandora Store,DEMONIO DE TARA (HD ANIVERSARIO - REAL)
CETHILION (HD ANIVERSARIO - REAL),500,Pandora Store,CETHILION (HD ANIVERSARIO - REAL)
FINN MAC COOL (HD ANIVERSARIO - REAL),500,Pandora Store,FINN MAC COOL (HD ANIVERSARIO - REAL)
BODICEA (HD ANIVERSARIO - REAL),500,Pandora Store,BODICEA (HD ANIVERSARIO - REAL)
LEVANTAR CASTILLO (HD ANIVERSARIO - VC FOIL),500,Pandora Store,LEVANTAR CASTILLO (HD ANIVERSARIO - VC FOIL)
TIER-NA-MOE (HD ANIVERSARIO - REAL - REWORK),500,Pandora Store,TIER-NA-MOE (HD ANIVERSARIO - REAL - REWORK)
SETHNAJT,490,Pandora Store,SETHNAJT - SINGLES MITOS Y LEYENDAS
BRUJA ANIS ALTERNATIVA,490,Pandora Store,BRUJA ANIS ALTERNATIVA - SINGLES MITOS Y LEYENDAS
LA ESPADA ROTA,490,Pandora Store,LA ESPADA ROTA - SINGLES MITOS Y LEYENDAS
EL DON DE CLIO,490,Pandora Store,EL DON DE CLIO - SINGLES MITOS Y LEYENDAS
TAMIS FOIL (KIT),490,Pandora Store,TAMIS FOIL (KIT) - SINGLES MITOS Y LEYENDAS
MARCO ANTONIO,490,Pandora Store,MARCO ANTONIO - SINGLES MITOS Y LEYENDAS
PIXIE,490,Pandora Store,PIXIE - SINGLES MITOS Y LEYENDAS
GUERREROS EGIPCIOS FOIL,490,Pandora Store,GUERREROS EGIPCIOS FOIL - SINGLES MITOS Y LEYENDAS
REINA GUINIVERE ALTERNATIVO,490,Pandora Store,REINA GUINIVERE ALTERNATIVO - SINGLES MITOS Y LEYENDAS
EL GRAN WYRM (PBX - ESPADA SAGRADA),490,Pandora Store,EL GRAN WYRM (PBX - ESPADA SAGRADA) - SINGLES MITOS Y LEYENDAS
BENDICION SINIESTRA,490,Pandora Store,BENDICION SINIESTRA - SINGLES MITOS Y LEYENDAS
LA LLAMA FRIA,490,Pandora Store,LA LLAMA FRIA - SINGLES MITOS Y LEYENDAS
ASALTAR LA CARAVANA FOIL,490,Pandora Store,ASALTAR LA CARAVANA FOIL - SINGLES MITOS Y LEYENDAS
ANTORCHA OLIMPICA,490,Pandora Store,ANTORCHA OLIMPICA - SINGLES MITOS Y LEYENDAS
SIR GALAHAD KIT 3.0,490,Pandora Store,SIR GALAHAD KIT 3.0 - SINGLES MITOS Y LEYENDAS
LA IRA DEL TIFON,490,Pandora Store,LA IRA DEL TIFON - SINGLES MITOS Y LEYENDAS
MOY-MELL,490,Pandora Store,MOY-MELL - SINGLES MITOS Y LEYENDAS
CESAR AUGUSTO,490,Pandora Store,CESAR AUGUSTO - SINGLES MITOS Y LEYENDAS
PROMETEO,490,Pandora Store,PROMETEO - SINGLES MITOS Y LEYENDAS
CABALLEROS,490,Pandora Store,CABALLEROS - SINGLES MITOS Y LEYENDAS
GRANDES FARAONES,490,Pandora Store,GRANDES FARAONES - SINGLES MITOS Y LEYENDAS
KABASHA,490,Pandora Store,KABASHA - SINGLES MITOS Y LEYENDAS
DENDERA,490,Pandora Store,DENDERA - SINGLES MITOS Y LEYENDAS
DRAGON DE LUZ,490,Pandora Store,DRAGON DE LUZ - SINGLES MITOS Y LEYENDAS
"AGHAST, EL DRAGON KIT 3.0",490,Pandora Store,"AGHAST, EL DRAGON KIT 3.0 - SINGLES MITOS Y LEYENDAS"
CRIA DE WYRM KIT 3.0,490,Pandora Store,CRIA DE WYRM KIT 3.0 - SINGLES MITOS Y LEYENDAS
CURANDERA KIT 3.0 FOIL,490,Pandora Store,CURANDERA KIT 3.0 FOIL - SINGLES MITOS Y LEYENDAS
GUARDIA REAL KIT 3.0,490,Pandora Store,GUARDIA REAL KIT 3.0 - SINGLES MITOS Y LEYENDAS
BALDUINO KIT 3.0 FOIL,490,Pandora Store,BALDUINO KIT 3.0 FOIL - SINGLES MITOS Y LEYENDAS
ESNA FOIL,490,Pandora Store,ESNA FOIL - SINGLES MITOS Y LEYENDAS
MERLIN ATRAPADO,490,Pandora Store,MERLIN ATRAPADO - SINGLES MITOS Y LEYENDAS
BRUJA ANIS,490,Pandora Store,BRUJA ANIS  - SINGLES MITOS Y LEYENDAS
DUPHON,490,Pandora Store,DUPHON - SINGLES MITOS Y LEYENDAS
GREENKNIGHT KIT 3.0,490,Pandora Store,GREENKNIGHT KIT 3.0 - SINGLES MITOS Y LEYENDAS
EL GRAN ZEUS,490,Pandora Store,EL GRAN ZEUS - SINGLES MITOS Y LEYENDAS
EPIMETEO FOIL,490,Pandora Store,EPIMETEO FOIL - SINGLES MITOS Y LEYENDAs
SANTO GRIAL,490,Pandora Store,SANTO GRIAL - SINGLES MITOS Y LEYENDAS
JULIO CESAR,490,Pandora Store,JULIO CESAR - SINGLES MITOS Y LEYENDAS
LEUCROTA,490,Pandora Store,LEUCROTA - SINGLES MITOS Y LEYENDAS
AY,490,Pandora Store,AY - SINGLES MITOS Y LEYENDAS
TEMPLO DE FILAE,490,Pandora Store,TEMPLO DE FILAE - SINGLES MITOS Y LEYENDAS
MAR DE ALMAS,490,Pandora Store,MAR DE ALMAS - SINGLES MITOS Y LEYENDAS
ARIADNA,490,Pandora Store,ARIADNA - SINGLES MITOS Y LEYENDAS
BOSQUE DE MUERTE,490,Pandora Store,BOSQUE DE MUERTE - SINGLES MITOS Y LEYENDAS
HECATRONCHEIRES,490,Pandora Store,HECATRONCHEIRES - SINGLES MITOS Y LEYENDAS
ANHUR,490,Pandora Store,ANHUR - SINGLES MITOS Y LEYENDAS
TALIESIN,490,Pandora Store,TALIESIN - SINGLES MITOS Y LEYENDAS
BELIAL EL BESTIAL,490,Pandora Store,BELIAL EL BESTIAL - SINGLES MITOS Y LEYENDAS
MORDRED,490,Pandora Store,MORDRED - SINGLES MITOS Y LEYENDAS
SHU,490,Pandora Store,SHU - SINGLES MITOS Y LEYENDAS
AVALON,490,Pandora Store,AVALON - SINGLES MITOS Y LEYENDAS
SONRIENTE,490,Pandora Store,SONRIENTE - SINGLES MITOS Y LEYENDAS
GRUAGASH,490,Pandora Store,GRUAGASH - SINGLES MITOS Y LEYENDAS
KENNETH I,490,Pandora Store,KENNETH I - SINGLES MITOS Y LEYENDAS
BALOR,490,Pandora Store,BALOR - SINGLES MITOS Y LEYENDAS
CORONA FARAONICA SIN FOIL,490,Pandora Store,CORONA FARAONICA SIN FOIL - SINGLES MITOS Y LEYENDAS
MINEROS DE LAPISLAZULI NO FOIL,490,Pandora Store,MINEROS DE LAPISLAZULI NO FOIL- SINGLES MITOS Y LEYENDAS
DEBOD,490,Pandora Store,DEBOD - SINGLES MITOS Y LEYENDAS
ESCUDO SIDHE,490,Pandora Store,ESCUDO SIDHE - SINGLES MITOS Y LEYENDAS
URISK,490,Pandora Store,URISK - SINGLES MITOS Y LEYENDAS
ATAQUE DE GOBLINS,490,Pandora Store,ATAQUE DE GOBLINS - SINGLES MITOS Y LEYENDAS
CREAR FUNGOIDES,490,Pandora Store,CREAR FUNGOIDES - SINGLES MITOS Y LEYENDAS
DEFENSORES CELTAS NO FOIL,490,Pandora Store,DEFENSORES CELTAS NO FOIL - SINGLES MITOS Y LEYENDAS
XIPHOS,490,Pandora Store,XIPHOS - SINGLES MITOS Y LEYENDAS
ESPARTA,490,Pandora Store,ESPARTA - SINGLES MITOS Y LEYENDAS
TEMPLO DE JUPITER,490,Pandora Store,TEMPLO DE JUPITER - SINGLES MITOS Y LEYENDAS
ARCADIA,490,Pandora Store,ARCADIA - SINGLES MITOS Y LEYENDAS
CABALLO LUNAR (CLÁSICO ESPS - REAL),490,Pandora Store,CABALLO LUNAR (CLÁSICO ESPS - REAL) - SINGLES MITOS Y LEYENDAS
CUNA DE DRAGONES (CLÁSICO ESPS - REAL),490,Pandora Store,CUNA DE DRAGONES (CLÁSICO ESPS - REAL) - SINGLES MITOS Y LEYENDAS
LA MIRADA DE MORDRED (CLÁSICO ESPS - REAL),490,Pandora Store,LA MIRADA DE MORDRED (CLÁSICO ESPS - REAL) - SINGLES MITOS Y LEYENDAS
EL GRAN WYRM (LEYENDAS PB 3.0 - REALES),490,Pandora Store,EL GRAN WYRM (LEYENDAS PB 3.0 - REALES) - SINGLES MITOS Y LEYENDAS
ACEITE DE OLIVA SECRETO FULL ART,49990,Pandora Store,ACEITE DE OLIVA SECRETO FULL ART - SINGLES MITOS Y LEYENDAS
COLECCIÓN LEGENDARIA SECRETA - HÉLENICA,32990,Pandora Store,COLECCIÓN LEGENDARIA SECRETA - HÉLENICA
SALMON DEL SABER ANIVERSARIO,29990,Pandora Store,SALMON DEL SABER ANIVERSARIO - SINGLES MITOS Y LEYENDAS
FERGUS (HD ANIVERSARIO - ESMERALDA),29990,Pandora Store,FERGUS (HD ANIVERSARIO - ESMERALDA) - SINGLES MITOS Y LEYENDAS
SIETE CONTRA TEBAS ROJO,25990,Pandora Store,SIETE CONTRA TEBAS ROJO - SINGLES MITOS Y LEYENDAS
PERSEO ROJO,22990,Pandora Store,PERSEO ROJO - SINGLES MITOS Y LEYENDAS
WYVERN DE SANGRE JUEZ FULL ART,19990,Pandora Store,WYVERN DE SANGRE JUEZ FULL ART - SINGLES MITOS Y LEYENDAS
SIETE CONTRA TEBAS SHOGUN,19990,Pandora Store,SIETE CONTRA TEBAS SHOGUN - SINGLES MITOS Y LEYENDAS
TITAN GORILA JO,19000,Pandora Store,TITAN GORILA JO - SINGLES MITOS Y LEYENDAS
ANAND (PROMO CXC 02),18000,Pandora Store,ANAND (PROMO CXC 02) - SINGLES MITOS Y LEYENDAS
CALDERO DE LA ABUNDANCIA FULL ART,16990,Pandora Store,CALDERO DE LA ABUNDANCIA FULL ART - SINGLES MITOS Y LEYENDAS
DRAGON DE LUZ SECRETA PROMO,16000,Pandora Store,DRAGON DE LUZ SECRETA PROMO - SINGLES MITOS Y LEYENDAS
SIETE CONTRA TEBAS FULL ART,15990,Pandora Store,SIETE CONTRA TEBAS FULL ART - SINGLES MITOS Y LEYENDAS
AVERIX EL SABIO (HD ANIVERSARIO - REAL - REWORK),15000,Pandora Store,AVERIX EL SABIO (HD ANIVERSARIO - REAL - REWORK)
MILANO ROJO LEGENDARIO,14990,Pandora Store,MILANO ROJO LEGENDARIO - SINGLES MITOS Y LEYENDAS
YVAIN DEL LEON LEGENDARIO,13990,Pandora Store,YVAIN DEL LEON LEGENDARIO - SINGLES MITOS Y LEYENDAS
SIR EREC JO FULL ART,12990,Pandora Store,SIR EREC JO FULL ART - SINGLES MITOS Y LEYENDAS
SIR AGRAVAIN,12990,Pandora Store,SIR AGRAVAIN - SINGLES MITOS Y LEYENDAS
MILANO ROJO SECRETA,12990,Pandora Store,MILANO ROJO SECRETA - SINGLES MITOS Y LEYENDAS
LINAJE CELTA FULL ART ANIVERSARIO,12990,Pandora Store,LINAJE CELTA FULL ART ANIVERSARIO - SINGLES MITOS Y LEYENDAS
GAITAS FULL ART ANIVERSARIO,12990,Pandora Store,GAITAS FULL ART ANIVERSARIO - SINGLES MITOS Y LEYENDAS
DJEDEFHOR,12000,Pandora Store,DJEDEFHOR - SINGLES MITOS Y LEYENDAS
TADG EL DRUIDA,12000,Pandora Store,TADG EL DRUIDA - SINGLES MITOS Y LEYENDAS
DRAGON NUBE LEGENDARIO,11990,Pandora Store,DRAGON NUBE LEGENDARIO - SINGLES MITOS Y LEYENDAS
TOM THUMB LEGENDARIO,11990,Pandora Store,TOM THUMB LEGENDARIO - SINGLES MITOS Y LEYENDAS
MEDUSA FULL ART,11990,Pandora Store,MEDUSA FULL ART - SINGLES MITOS Y LEYENDAS
DJEDEFOR (CLESP) COLECCIÓN LEGENDARIA SECRETA,11990,Pandora Store,DJEDEFOR (CLESP) COLECCIÓN LEGENDARIA SECRETA
GEA (CLESP) COLECCIÓN LEGENDARIA SECRETA,11990,Pandora Store,GEA (CLESP) COLECCIÓN LEGENDARIA SECRETA
AMOSIS 1 (LPB24 32/30),10000,Pandora Store,AMOSIS 1 (LPB24 32/30) - SINGLES MITOS Y LEYENDAS
PAPIROS DE LAHUN JO,9990,Pandora Store,PAPIROS DE LAHUN JO - SINGLES MITOS Y LEYENDAS
CRONOS BUY A BOX,9990,Pandora Store,CRONOS BUY A BOX - SINGLES MITOS Y LEYENDAS
GLAS GAIBHENENN ULTRA SECRETA,9990,Pandora Store,GLAS GAIBHENENN ULTRA SECRETA - SINGLES MITOS Y LEYENDAS
DRAGON NUBE (LPB24 33/30),9990,Pandora Store,DRAGON NUBE (LPB24 33/30) - SINGLES MITOS Y LEYENDAS
CARNWENNAN,9900,Pandora Store,CARNWENNAN - SINGLES MITOS Y LEYENDAS
ÁRBOL DE SANGRE,9000,Pandora Store,ÁRBOL DE SANGRE - SINGLES MITOS Y LEYENDAS
TESORO DE MOWA,8990,Pandora Store,TESORO DE MOWA - SINGLES MITOS Y LEYENDAS
DIADEMA FEERICA,8990,Pandora Store,DIADEMA FEERICA - SINGLES MITOS Y LEYENDAS
MILANO ROJO,8990,Pandora Store,MILANO ROJO - SINGLES MITOS Y LEYENDAS
LA ODISEA,8990,Pandora Store,LA ODISEA - SINGLES MITOS Y LEYENDAS
PAPIROS DE LAHUN ULTRA SECRETA,8990,Pandora Store,PAPIROS DE LAHUN ULTRA SECRETA - SINGLES MITOS Y LEYENDAS
CARNWENNAN ULTRA SECRETA,8990,Pandora Store,CARNWENNAN ULTRA SECRETA - SINGLES MITOS Y LEYENDAS
MINOTAURIO DE CARTAGO,8990,Pandora Store,MINOTAURIO DE CARTAGO - SINGLES MITOS Y LEYENDAS
TANUTAMANI,7990,Pandora Store,TANUTAMANI - SINGLES MITOS Y LEYENDAS
SIR PERSIVAL LEGENDARIO,7990,Pandora Store,SIR PERSIVAL LEGENDARIO - SINGLES MITOS Y LEYENDAS
TEMIS FULL ART,7990,Pandora Store,TEMIS FULL ART - SINGLES MITOS Y LEYENDAS
FERGUS MOR MACERIC FULL ART,7990,Pandora Store,FERGUS MOR MACERIC FULL ART - SINGLES MITOS Y LEYENDAS
FOCEA (CLESP) COLECCIÓN LEGENDARIA SECRETA,7990,Pandora Store,FOCEA (CLESP) COLECCIÓN LEGENDARIA SECRETA
CARNWENNAN PROMO,7000,Pandora Store,CARNWENNAN PROMO - SINGLES MITOS Y LEYENDAS
HERRERO LEGENDARIO,7000,Pandora Store,HERRERO LEGENDARIO - SINGLES MITOS Y LEYENDAS
GUERRERO BEREBER (LBPB24 - BUY A BOX),7000,Pandora Store,GUERRERO BEREBER (LBPB24 - BUY A BOX) - SINGLES MITOS Y LEYENDAS
ESPARTACO FULL ART,6990,Pandora Store,ESPARTACO FULL ART - SINGLES MITOS Y LEYENDAS
AVE DE HERA FULL ART,6990,Pandora Store,AVE DE HERA FULL ART - SINGLES MITOS Y LEYENDAS
SIETE CONTRA TEBAS (CLESP) COLECCIÓN LEGENDARIA SECRETA,6990,Pandora Store,SIETE CONTRA TEBAS (CLESP) COLECCIÓN LEGENDARIA SECRETA
SIETE CONTRA TEBAS TOOLKIT,6000,Pandora Store,SIETE CONTRA TEBAS TOOLKIT - SINGLES MITOS Y LEYENDAS
TRONO DORADO,6000,Pandora Store,TRONO DORADO - SINGLES MITOS Y LEYENDAS
BOLA DE FUEGO LEGENDARIA,5990,Pandora Store,BOLA DE FUEGO LEGENDARIA - SINGLES MITOS Y LEYENDAS
CESAR AUGUSTO FULL ART,5990,Pandora Store,CESAR AUGUSTO FULL ART - SINGLES MITOS Y LEYENDAS
HILO DE ARIADNA,5990,Pandora Store,HILO DE ARIADNA - SINGLES MITOS Y LEYENDAS
CALIZ MALDITO INFERNO,5990,Pandora Store,CALIZ MALDITO INFERNO - SINGLES MITOS Y LEYENDAS
KILGHARRAH,5990,Pandora Store,KILGHARRAH - SINGLES MITOS Y LEYENDAS
MARTILLO PESADO (LBPB24 - DORADA),5990,Pandora Store,MARTILLO PESADO (LBPB24 - DORADA) - SINGLES MITOS Y LEYENDAS
ACORIS,5000,Pandora Store,ACORIS - SINGLES MITOS Y LEYENDAS
FORMA DE LINCE,5000,Pandora Store,FORMA DE LINCE - SINGLES MITOS Y LEYENDAS
WYVERN DE SANGRE,5000,Pandora Store,WYVERN DE SANGRE - SINGLES MITOS Y LEYENDAS
DRAGÓN DE NAVIDAD,5000,Pandora Store,DRAGÓN DE NAVIDAD - SINGLES MITOS Y LEYENDAS
CORONA DE DIA,5000,Pandora Store,CORONA DE DIA - SINGLES MITOS Y LEYENDAS
ETER,5000,Pandora Store,ETER - SINGLES MITOS Y LEYENDAS
LTESORO DE MOWA (TKPB25 - BUY A BOX),5000,Pandora Store,LTESORO DE MOWA (TKPB25 - BUY A BOX) - SINGLES MITOS Y LEYENDAS
ESPADA LARGA (LBPB24 - DORADA),5000,Pandora Store,ESPADA LARGA (LBPB24 - DORADA) - SINGLES MITOS Y LEYENDAS
SIR GAHERIS,4990,Pandora Store,SIR GAHERIS - SINGLES MITOS Y LEYENDAS
MANDOBLE DE SETH SECRETA PROMO,4990,Pandora Store,MANDOBLE DE SETH SECRETA PROMO - SINGLES MITOS Y LEYENDAS
TESEO DE ATENAS,4990,Pandora Store,TESEO DE ATENAS - SINGLES MITOS Y LEYENDAS
CARNWENNAN SHOGUN,4990,Pandora Store,CARNWENNAN SHOGUN - SINGLES MITOS Y LEYENDAS
